www.wikipedia.jp,05-13-2020,15:27:02,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-13-2020,15:27:02,1,10.0.2.2,0.000000,0.000411
www.wikipedia.jp,05-13-2020,15:27:02,2,192.168.4.1,0.000000,-7e-05
www.wikipedia.jp,05-13-2020,15:27:02,3,no,0.000000,-0.000342
www.wikipedia.jp,05-13-2020,15:27:02,4,96.34.89.50,10773.277223,0.000154
www.wikipedia.jp,05-13-2020,15:27:02,5,96.34.89.9,--.---,0.000378
www.wikipedia.jp,05-13-2020,15:27:02,6,96.34.90.15,6346.451813,0.001583
www.wikipedia.jp,05-13-2020,15:27:02,7,96.34.0.249,--.---,0.000419
www.wikipedia.jp,05-13-2020,15:27:02,8,96.34.3.71,0.000000,-0.000176
www.wikipedia.jp,05-13-2020,15:27:02,9,62.115.180.82,88850.325380,0.00036
www.wikipedia.jp,05-13-2020,15:27:02,10,62.115.156.249,15544.592030,-0.001711
www.wikipedia.jp,05-13-2020,15:27:02,11,129.250.5.15,3765.282672,-0.001007
www.wikipedia.jp,05-13-2020,15:27:02,12,129.250.7.69,--.---,0.000469
www.wikipedia.jp,05-13-2020,15:27:02,13,129.250.2.207,85155.925156,-0.000148
www.wikipedia.jp,05-13-2020,15:27:02,14,129.250.3.192,3026.228297,0.03084
www.wikipedia.jp,05-13-2020,15:27:02,15,129.250.3.28,0.000000,-0.025885
www.wikipedia.jp,05-13-2020,15:27:02,16,129.250.5.246,0.000000,-0.003191
www.wikipedia.jp,05-13-2020,15:27:02,17,61.213.161.18,0.000000,-0.001073
www.wikipedia.jp,05-13-2020,15:27:02,18,219.99.124.201,2733.764934,0.002105
www.wikipedia.jp,05-13-2020,15:27:02,19,122.152.1.174,--.---,0.006691
www.wikipedia.jp,05-13-2020,15:27:02,20,220.150.74.86,18584.392015,0.067612
www.wikipedia.jp,05-13-2020,15:27:02,21,202.75.235.177,0.000000,-0.018972
www.wikipedia.jp,05-13-2020,16:53:54,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-13-2020,16:53:54,1,10.0.2.2,0.000000,7.5e-05
www.wikipedia.jp,05-13-2020,16:53:54,2,192.168.4.1,0.000000,0.000167
www.wikipedia.jp,05-13-2020,16:53:54,3,no,0.000000,-0.000242
www.wikipedia.jp,05-13-2020,16:53:54,4,96.34.89.50,9843.787551,0.000792
www.wikipedia.jp,05-13-2020,16:53:54,5,96.34.89.9,--.---,-0.000334
www.wikipedia.jp,05-13-2020,16:53:54,6,96.34.90.15,49769.137303,0.002357
www.wikipedia.jp,05-13-2020,16:53:54,7,96.34.0.249,--.---,-0.001283
www.wikipedia.jp,05-13-2020,16:53:54,8,96.34.3.71,13328.994468,0.003329
www.wikipedia.jp,05-13-2020,16:53:54,9,62.115.180.82,--.---,-0.002831
www.wikipedia.jp,05-13-2020,16:53:54,10,62.115.156.249,23472.779370,-0.001625
www.wikipedia.jp,05-13-2020,16:53:54,11,129.250.5.15,0.000000,0.001337
www.wikipedia.jp,05-13-2020,16:53:54,12,129.250.7.69,2779.964707,-0.001182
www.wikipedia.jp,05-13-2020,16:53:54,13,129.250.2.207,--.---,0.000269
www.wikipedia.jp,05-13-2020,16:53:54,14,129.250.3.192,0.000000,0.011492
www.wikipedia.jp,05-13-2020,16:53:54,15,129.250.3.28,0.000000,0.032086
www.wikipedia.jp,05-13-2020,16:53:54,16,129.250.5.246,44.932382,-0.002101
www.wikipedia.jp,05-13-2020,16:53:54,17,61.213.161.18,0.000000,0.004604
www.wikipedia.jp,05-13-2020,16:53:54,18,219.99.124.201,0.000000,0.035855
www.wikipedia.jp,05-13-2020,16:53:54,19,122.152.1.174,105.111347,-0.025763
www.wikipedia.jp,05-13-2020,16:53:54,20,220.150.74.86,0.000000,-0.020542
www.wikipedia.jp,05-13-2020,16:53:54,21,202.75.235.177,0.000000,-0.011405
www.wikipedia.jp,05-14-2020,15:24:57,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-14-2020,15:24:57,1,10.0.2.2,0.000000,0.000397
www.wikipedia.jp,05-14-2020,15:24:57,2,192.168.4.1,0.000000,0.000978
www.wikipedia.jp,05-14-2020,15:24:57,3,no,0.000000,-0.001375
www.wikipedia.jp,05-14-2020,15:24:57,4,96.34.89.50,29897.810219,0.000512
www.wikipedia.jp,05-14-2020,15:24:57,5,96.34.89.9,14602.495544,0.000554
www.wikipedia.jp,05-14-2020,15:24:57,6,96.34.90.15,6579.919679,0.00196
www.wikipedia.jp,05-14-2020,15:24:57,7,96.34.0.249,0.000000,-0.002436
www.wikipedia.jp,05-14-2020,15:24:57,8,96.34.3.71,8489.119171,0.000692
www.wikipedia.jp,05-14-2020,15:24:57,9,62.115.180.82,0.000000,-0.00024
www.wikipedia.jp,05-14-2020,15:24:57,10,62.115.156.249,11289.966924,0.000913
www.wikipedia.jp,05-14-2020,15:24:57,11,129.250.5.15,0.000000,-0.000808
www.wikipedia.jp,05-14-2020,15:24:57,12,129.250.7.69,0.000000,-0.000448
www.wikipedia.jp,05-14-2020,15:24:57,13,129.250.2.207,0.000000,0.000544
www.wikipedia.jp,05-14-2020,15:24:57,14,129.250.3.192,0.000000,0.051459
www.wikipedia.jp,05-14-2020,15:24:57,15,129.250.3.28,0.000000,0.025895
www.wikipedia.jp,05-14-2020,15:24:57,16,129.250.5.246,0.000000,-0.025107
www.wikipedia.jp,05-14-2020,15:24:57,17,61.213.161.18,0.000000,-0.045336
www.wikipedia.jp,05-14-2020,15:24:57,18,219.99.124.201,0.000000,0.02837
www.wikipedia.jp,05-14-2020,15:24:57,19,122.152.1.174,80.230506,0.020542
www.wikipedia.jp,05-14-2020,15:24:57,20,220.150.74.86,0.000000,-0.020226
www.wikipedia.jp,05-14-2020,15:24:57,21,202.75.235.177,0.000000,0.037891
www.wikipedia.jp,05-14-2020,16:50:50,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-14-2020,16:50:50,1,10.0.2.2,0.000000,0.000131
www.wikipedia.jp,05-14-2020,16:50:50,2,192.168.4.1,0.000000,0.000295
www.wikipedia.jp,05-14-2020,16:50:50,3,no,0.000000,-0.000426
www.wikipedia.jp,05-14-2020,16:50:50,4,96.34.89.50,25907.653384,0.000686
www.wikipedia.jp,05-14-2020,16:50:50,5,96.34.89.9,14835.204636,0.000489
www.wikipedia.jp,05-14-2020,16:50:50,6,96.34.90.15,13698.996656,-0.000229
www.wikipedia.jp,05-14-2020,16:50:50,7,96.34.0.249,--.---,-0.000531
www.wikipedia.jp,05-14-2020,16:50:50,8,96.34.3.71,37716.390424,0.000546
www.wikipedia.jp,05-14-2020,16:50:50,9,62.115.180.82,--.---,0.005372
www.wikipedia.jp,05-14-2020,16:50:50,10,62.115.156.249,18172.138421,-0.00545
www.wikipedia.jp,05-14-2020,16:50:50,11,129.250.5.15,0.000000,0.000266
www.wikipedia.jp,05-14-2020,16:50:50,12,129.250.7.69,12154.302671,-0.000575
www.wikipedia.jp,05-14-2020,16:50:50,13,129.250.2.207,13359.425962,-1.9e-05
www.wikipedia.jp,05-14-2020,16:50:50,14,129.250.3.192,7421.634354,0.000959
www.wikipedia.jp,05-14-2020,16:50:50,15,129.250.3.28,--.---,0.000473
www.wikipedia.jp,05-14-2020,16:50:50,16,129.250.5.246,3762.976573,-0.000807
www.wikipedia.jp,05-14-2020,16:50:50,17,61.213.161.18,--.---,0.004066
www.wikipedia.jp,05-14-2020,16:50:50,18,219.99.124.201,0.000000,-0.00454
www.wikipedia.jp,05-14-2020,16:50:50,19,122.152.1.174,0.000000,0.000333
www.wikipedia.jp,05-14-2020,16:50:50,20,220.150.74.86,0.000000,-2.2e-05
www.wikipedia.jp,05-14-2020,16:50:50,21,202.75.235.177,5532.892071,-0.000443
www.wikipedia.jp,05-15-2020,17:29:34,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-15-2020,17:29:34,1,10.0.2.2,0.000000,0.00013
www.wikipedia.jp,05-15-2020,17:29:34,2,192.168.4.1,13907.085971,0.000199
www.wikipedia.jp,05-15-2020,17:29:34,3,no,0.000000,-0.000329
www.wikipedia.jp,05-15-2020,17:29:34,4,96.34.89.50,15987.509758,0.000833
www.wikipedia.jp,05-15-2020,17:29:34,5,96.34.89.9,55202.156334,-0.000247
www.wikipedia.jp,05-15-2020,17:29:34,6,96.34.90.15,6860.971524,0.002293
www.wikipedia.jp,05-15-2020,17:29:34,7,96.34.0.249,0.000000,-0.002312
www.wikipedia.jp,05-15-2020,17:29:34,8,96.34.3.71,0.000000,0.000596
www.wikipedia.jp,05-15-2020,17:29:34,9,62.115.180.82,0.000000,0.005237
www.wikipedia.jp,05-15-2020,17:29:34,10,62.115.156.249,5181.530677,-0.006011
www.wikipedia.jp,05-15-2020,17:29:34,11,129.250.5.15,0.000000,0.010319
www.wikipedia.jp,05-15-2020,17:29:34,12,129.250.7.69,0.000000,-0.010343
www.wikipedia.jp,05-15-2020,17:29:34,13,129.250.2.207,0.000000,0.002856
www.wikipedia.jp,05-15-2020,17:29:34,14,129.250.3.192,0.000000,0.036743
www.wikipedia.jp,05-15-2020,17:29:34,15,129.250.3.28,146.522243,0.021265
www.wikipedia.jp,05-15-2020,17:29:34,16,129.250.5.246,814.362686,-0.02097
www.wikipedia.jp,05-15-2020,17:29:34,17,61.213.161.18,565.292997,0.02955
www.wikipedia.jp,05-15-2020,17:29:34,18,219.99.124.201,--.---,0.010365
www.wikipedia.jp,05-15-2020,17:29:34,19,122.152.1.174,380.517080,-0.018933
www.wikipedia.jp,05-15-2020,17:29:34,20,220.150.74.86,0.000000,-0.007726
www.wikipedia.jp,05-15-2020,17:29:34,21,202.75.235.177,75.222214,-0.001733
www.wikipedia.jp,05-15-2020,16:52:57,0,10.0.2.15,-1,-1
www.wikipedia.jp,05-15-2020,16:52:57,1,10.0.2.2,79688.715953,5.7e-05
www.wikipedia.jp,05-15-2020,16:52:57,2,192.168.4.1,1770717.197454,0.000797
www.wikipedia.jp,05-15-2020,16:52:57,3,no,0.000000,-0.000854
www.wikipedia.jp,05-15-2020,16:52:57,4,96.34.89.50,13425.106522,0.001462
www.wikipedia.jp,05-15-2020,16:52:57,5,96.34.89.9,10570.322581,0.000547
www.wikipedia.jp,05-15-2020,16:52:57,6,96.34.90.15,--.---,-0.000126
www.wikipedia.jp,05-15-2020,16:52:57,7,96.34.0.249,--.---,0.016744
www.wikipedia.jp,05-15-2020,16:52:57,8,96.34.3.71,10611.398964,-0.018185
www.wikipedia.jp,05-15-2020,16:52:57,9,62.115.180.82,1676.421234,0.004675
www.wikipedia.jp,05-15-2020,16:52:57,10,62.115.156.249,--.---,-0.003949
www.wikipedia.jp,05-15-2020,16:52:57,11,129.250.5.15,4346.810994,0.001186
www.wikipedia.jp,05-15-2020,16:52:57,12,129.250.7.69,--.---,-0.001681
www.wikipedia.jp,05-15-2020,16:52:57,13,129.250.2.207,33739.703460,0.038933
www.wikipedia.jp,05-15-2020,16:52:57,14,129.250.3.192,0.000000,0.019405
www.wikipedia.jp,05-15-2020,16:52:57,15,129.250.3.28,79.025761,-0.027788
www.wikipedia.jp,05-15-2020,16:52:57,16,129.250.5.246,0.000000,0.032613
