www.youtube.com,05-12-2020,15:37:52,9
www.youtube.com,05-12-2020,22:06:24,9
www.youtube.com,05-13-2020,15:36:07,9
www.youtube.com,05-13-2020,22:06:52,9
www.youtube.com,05-14-2020,15:36:14,9
www.youtube.com,05-14-2020,22:06:17,9
www.youtube.com,05-15-2020,15:36:53,9
www.youtube.com,05-15-2020,22:06:23,9
www.youtube.com,05-16-2020,15:38:14,9
www.youtube.com,05-16-2020,22:07:32,9
www.youtube.com,05-17-2020,15:38:34,9
www.youtube.com,05-17-2020,22:07:09,9
www.youtube.com,05-18-2020,15:36:21,9
www.youtube.com,05-18-2020,22:06:54,9
www.youtube.com,05-19-2020,15:36:57,9
www.youtube.com,05-19-2020,22:06:02,9
www.youtube.com,05-20-2020,15:35:58,9
www.youtube.com,05-20-2020,22:06:05,9
www.youtube.com,05-21-2020,15:36:29,9
www.youtube.com,05-21-2020,22:06:45,9
www.youtube.com,05-22-2020,15:36:14,9
www.youtube.com,05-22-2020,22:06:05,9
www.youtube.com,05-23-2020,15:36:11,9
www.youtube.com,05-23-2020,22:06:02,9
www.youtube.com,05-24-2020,15:36:22,9
www.youtube.com,05-24-2020,22:06:06,9
www.youtube.com,05-25-2020,15:36:02,9
www.youtube.com,05-25-2020,22:06:32,9
