www.youtube.com,05-13-2020,14:24:08,0,10.0.2.15,-1,-1
www.youtube.com,05-13-2020,14:24:08,1,10.0.2.2,1575384.615385,3.1e-05
www.youtube.com,05-13-2020,14:24:08,2,192.168.1.1,632.450127,0.001954
www.youtube.com,05-13-2020,14:24:08,3,96.120.90.5,--.---,0.003797
www.youtube.com,05-13-2020,14:24:08,4,68.86.248.253,3771.639042,0.017682
www.youtube.com,05-13-2020,14:24:08,5,68.85.57.233,0.000000,-0.020923
www.youtube.com,05-13-2020,14:24:08,6,96.108.99.13,369.441688,4.3e-05
www.youtube.com,05-13-2020,14:24:08,7,96.112.146.22,2994.152047,0.000683
www.youtube.com,05-13-2020,14:24:08,8,108.170.226.52,0.000000,-0.001884
www.youtube.com,05-13-2020,14:24:08,9,108.170.236.63,11441.340782,0.000475
www.youtube.com,05-13-2020,14:24:08,10,no,0.000000,-0.001858
www.youtube.com,05-13-2020,14:24:08,11,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,12,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,13,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,14,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,15,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,16,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,17,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,18,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,19,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,20,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,21,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,22,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,23,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,24,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,25,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,26,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,27,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,28,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,29,no,0.000000,0.0
www.youtube.com,05-13-2020,14:24:08,30,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,0,10.0.2.15,-1,-1
www.youtube.com,05-13-2020,18:08:11,1,10.0.2.2,0.000000,4e-05
www.youtube.com,05-13-2020,18:08:11,2,192.168.1.1,0.000000,0.000969
www.youtube.com,05-13-2020,18:08:11,3,96.120.90.5,675.350371,0.000609
www.youtube.com,05-13-2020,18:08:11,4,68.86.248.253,0.000000,0.000837
www.youtube.com,05-13-2020,18:08:11,5,68.85.57.233,0.000000,-0.000636
www.youtube.com,05-13-2020,18:08:11,6,96.108.99.13,626.587119,0.000728
www.youtube.com,05-13-2020,18:08:11,7,96.112.146.18,0.000000,0.017704
www.youtube.com,05-13-2020,18:08:11,8,72.14.239.204,0.000000,-0.013093
www.youtube.com,05-13-2020,18:08:11,9,209.85.247.55,11191.256831,-0.00413
www.youtube.com,05-13-2020,18:08:11,10,no,0.000000,-0.003028
www.youtube.com,05-13-2020,18:08:11,11,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,12,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,13,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,14,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,15,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,16,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,17,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,18,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,19,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,20,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,21,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,22,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,23,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,24,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,25,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,26,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,27,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,28,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,29,no,0.000000,0.0
www.youtube.com,05-13-2020,18:08:11,30,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,0,10.0.2.15,-1,-1
www.youtube.com,05-14-2020,14:28:08,1,10.0.2.2,73935.018051,8.3e-05
www.youtube.com,05-14-2020,14:28:08,2,192.168.1.1,0.000000,0.001221
www.youtube.com,05-14-2020,14:28:08,3,96.120.90.5,1503.671072,0.002463
www.youtube.com,05-14-2020,14:28:08,4,68.86.248.253,379.751530,0.004708
www.youtube.com,05-14-2020,14:28:08,5,68.85.57.233,--.---,-0.006654
www.youtube.com,05-14-2020,14:28:08,6,96.108.99.13,595.868490,0.001391
www.youtube.com,05-14-2020,14:28:08,7,96.112.146.18,--.---,-0.000364
www.youtube.com,05-14-2020,14:28:08,8,74.125.37.224,686.097152,0.055843
www.youtube.com,05-14-2020,14:28:08,9,74.125.252.151,0.000000,-0.053888
www.youtube.com,05-14-2020,14:28:08,10,no,0.000000,-0.004803
www.youtube.com,05-14-2020,14:28:08,11,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,12,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,13,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,14,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,15,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,16,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,17,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,18,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,19,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,20,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,21,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,22,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,23,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,24,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,25,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,26,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,27,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,28,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,29,no,0.000000,0.0
www.youtube.com,05-14-2020,14:28:08,30,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,0,10.0.2.15,-1,-1
www.youtube.com,05-14-2020,18:07:27,1,10.0.2.2,79073.359073,6.6e-05
www.youtube.com,05-14-2020,18:07:27,2,192.168.1.1,0.000000,0.00087
www.youtube.com,05-14-2020,18:07:27,3,96.120.90.5,738.683499,0.004511
www.youtube.com,05-14-2020,18:07:27,4,68.86.248.253,0.000000,-0.004164
www.youtube.com,05-14-2020,18:07:27,5,68.85.57.233,0.000000,0.00264
www.youtube.com,05-14-2020,18:07:27,6,96.108.99.13,0.000000,0.002141
www.youtube.com,05-14-2020,18:07:27,7,96.112.146.22,338.093273,-0.002407
www.youtube.com,05-14-2020,18:07:27,8,108.170.226.52,--.---,-0.001742
www.youtube.com,05-14-2020,18:07:27,9,108.170.236.63,0.000000,0.028023
www.youtube.com,05-14-2020,18:07:27,10,no,0.000000,-0.029937
www.youtube.com,05-14-2020,18:07:27,11,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,12,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,13,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,14,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,15,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,16,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,17,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,18,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,19,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,20,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,21,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,22,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,23,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,24,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,25,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,26,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,27,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,28,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,29,no,0.000000,0.0
www.youtube.com,05-14-2020,18:07:27,30,no,0.000000,0.0
www.youtube.com,05-15-2020,14:27:27,0,10.0.2.15,-1,-1
www.youtube.com,05-15-2020,14:27:27,1,10.0.2.2,0.000000,0.000105
www.youtube.com,05-15-2020,14:27:27,2,192.168.1.1,0.000000,0.023754
www.youtube.com,05-15-2020,14:27:27,3,96.120.90.5,537.109887,-0.02264
www.youtube.com,05-15-2020,14:27:27,4,68.86.248.253,0.000000,0.000291
www.youtube.com,05-15-2020,14:27:27,5,68.85.57.233,0.000000,0.035358
www.youtube.com,05-15-2020,14:27:27,6,96.108.99.13,653.582256,-0.035297
www.youtube.com,05-15-2020,14:27:27,7,96.112.146.18,695.061938,0.001837
www.youtube.com,05-15-2020,14:27:27,8,108.170.226.52,795.494271,0.026993
